number,Locality,Latin_Binomial,genus,Family,Trunk.diameter..cm.,Total.height..m.,Dry.weight.branch..kg.,Dry.weight.trunk..kg.,Dry.weight.leaf..kg.,Dry.total.AGB..kg.,Wood.specific.gravity,wsg.taxolevel,wsg.comment,f,taxolevel,,
2432,Madagascar3,Gyrocarpus_americanus,Gyrocarpus,Hernandiaceae,15.05605762,7.7,14.83,18.70,NA,33.53,0.27,species,original.values,0.0708,species,,
2433,Madagascar3,Operculicarya_decaryi,Operculicarya,Anacardiaceae,7.002817496,3.8,0.40,1.88,NA,2.28,0.18,species,original.values,0.0688,species,,
2434,Madagascar3,Operculicarya_decaryi,Operculicarya,Anacardiaceae,10.18591636,5.2,0.38,5.28,NA,5.66,0.19,species,original.values,0.0555,species,,
2435,Madagascar3,Operculicarya_decaryi,Operculicarya,Anacardiaceae,10.66338119,3.2,0.65,4.88,NA,5.52,0.22,species,original.values,0.0702,species,,
2436,Madagascar3,Operculicarya_decaryi,Operculicarya,Anacardiaceae,14.03746598,5.3,1.12,12.33,NA,13.45,0.23,species,original.values,0.0551,species,,
2437,Madagascar3,Operculicarya_decaryi,Operculicarya,Anacardiaceae,16.17014222,6.3,1.55,22.29,NA,23.85,0.29,species,original.values,0.0511,species,,
2438,Madagascar3,Operculicarya_decaryi,Operculicarya,Anacardiaceae,19.09859317,5.4,2.37,22.07,NA,24.44,0.25,species,original.values,0.0498,species,,
2439,Madagascar3,Operculicarya_decaryi,Operculicarya,Anacardiaceae,24.79634013,4.4,2.42,27.80,NA,30.22,0.22,species,original.values,0.0506,species,,
2440,Madagascar3,Operculicarya_decaryi,Operculicarya,Anacardiaceae,26.41972055,7.3,5.86,46.55,NA,52.41,0.21,species,original.values,0.0484,species,,
2441,Madagascar3,Operculicarya_decaryi,Operculicarya,Anacardiaceae,27.4064812,6.1,2.84,39.42,NA,42.27,0.21,species,original.values,0.0438,species,,
2442,Madagascar3,Pachypodium_lamerei,Pachypodium,Apocynaceae,9.071831756,3.4,0.06,1.17,NA,1.23,0.10,species,original.values,0.0432,species,,
2443,Madagascar3,Pachypodium_lamerei,Pachypodium,Apocynaceae,10.98169107,3.7,0.13,1.19,NA,1.32,0.11,species,original.values,0.0276,species,,
2444,Madagascar3,Pachypodium_lamerei,Pachypodium,Apocynaceae,10.98169107,4.0,0.19,2.07,NA,2.26,0.12,species,original.values,0.0397,species,,
2445,Madagascar3,Pachypodium_lamerei,Pachypodium,Apocynaceae,12.5732405,5.0,0.72,5.74,NA,6.47,0.09,species,original.values,0.0929,species,,
2446,Madagascar3,Pachypodium_lamerei,Pachypodium,Apocynaceae,17.50704374,5.2,0.19,3.32,NA,3.51,0.10,species,original.values,0.0220,species,,
2447,Madagascar3,Pachypodium_lamerei,Pachypodium,Apocynaceae,31.83098862,4.9,2.11,15.27,NA,17.38,0.10,species,original.values,0.0336,species,,
2448,Madagascar3,Securinega_capuronii,Securinega,Phyllanthaceae,5.411268065,4.4,6.47,4.41,NA,10.88,0.82,species,original.values,0.1036,species,,
2449,Madagascar3,Securinega_capuronii,Securinega,Phyllanthaceae,6.111549815,4.9,6.05,5.60,NA,11.66,0.77,species,original.values,0.0828,species,,
2450,Madagascar3,Securinega_capuronii,Securinega,Phyllanthaceae,7.639437268,5.0,13.33,5.59,NA,18.93,0.81,species,original.values,0.0793,species,,
2451,Madagascar3,Securinega_capuronii,Securinega,Phyllanthaceae,8.435211984,6.7,18.34,16.55,NA,34.88,0.86,species,original.values,0.0856,species,,
2452,Madagascar3,Securinega_capuronii,Securinega,Phyllanthaceae,10.12225438,6.1,24.54,17.43,NA,41.97,0.85,species,original.values,0.0801,species,,
2453,Madagascar3,Strychnos_decussata,Strychnos,Loganiaceae,6.557183655,4.7,6.77,5.83,NA,12.60,0.78,species,original.values,0.0795,species,,
2454,Madagascar3,Strychnos_madagascariensis,Strychnos,Loganiaceae,5.570423008,4.7,2.66,4.92,NA,7.58,0.70,species,original.values,0.0738,species,,
2455,Madagascar3,Strychnos_madagascariensis,Strychnos,Loganiaceae,9.390141642,6.1,21.47,15.47,NA,36.94,0.83,species,original.values,0.0828,species,,
2456,Madagascar3,Terminalia_disjuncta,Terminalia,Combretaceae,5.570423008,4.2,7.46,4.20,NA,11.66,0.79,species,original.values,0.1132,species,,
2457,Madagascar3,Terminalia_disjuncta,Terminalia,Combretaceae,7.639437268,4.4,33.72,7.49,NA,41.21,0.73,species,original.values,0.2179,species,,
2458,Madagascar3,Terminalia_disjuncta,Terminalia,Combretaceae,8.339719018,5.8,18.93,8.29,NA,27.21,0.72,species,original.values,0.0932,species,,
2459,Madagascar3,Terminalia_mantaly,Terminalia,Combretaceae,7.161972439,6.1,10.28,10.35,NA,20.64,0.66,species,original.values,0.0995,species,,
2460,Madagascar3,Terminalia_mantaly,Terminalia,Combretaceae,7.321127382,6.3,14.34,11.72,NA,26.05,0.68,species,original.values,0.1138,species,,
2461,Madagascar3,Terminalia_mantaly,Terminalia,Combretaceae,10.02676141,8.8,20.80,20.15,NA,40.94,0.67,species,original.values,0.0690,species,,
2462,Madagascar3,Terminalia_mantaly,Terminalia,Combretaceae,13.05070533,9.5,40.37,40.72,NA,81.10,0.73,species,original.values,0.0683,species,,
2463,Madagascar4,Albizia_sp,Albizia,Fabaceae,10,12.0,14.76,36.02,2.95,53.73,0.64,species,original.values,0.0695,genus,,
2464,Madagascar4,Albizia_sp,Albizia,Fabaceae,10,13.0,15.53,40.39,9.32,65.24,0.69,species,original.values,0.0729,genus,,
2465,Madagascar4,Albizia_sp,Albizia,Fabaceae,14,12.0,14.30,68.63,11.44,94.36,0.62,species,original.values,0.0646,genus,,
2466,Madagascar4,Albizia_sp,Albizia,Fabaceae,19,19.0,34.97,198.78,34.32,268.07,0.71,species,original.values,0.0551,genus,,
2467,Madagascar4,Albizia_sp,Albizia,Fabaceae,24,16.0,48.13,273.12,113.10,434.35,0.67,species,original.values,0.0702,genus,,
2468,Madagascar4,Albizia_sp,Albizia,Fabaceae,28,20.0,35.25,284.58,220.48,540.32,0.63,species,original.values,0.0545,genus,,
2469,Madagascar4,Albizia_sp,Albizia,Fabaceae,30,25.0,34.28,447.48,92.62,574.38,0.63,species,original.values,0.0407,genus,,
2470,Madagascar4,Albizia_sp,Albizia,Fabaceae,33,22.0,44.67,502.87,297.38,844.92,0.65,species,original.values,0.0545,genus,,
2471,Madagascar4,Brochoneura_madagascariensis,Brochoneura,Myristicaceae,11,16.0,9.24,37.59,6.16,52.99,0.48,species,original.values,0.0573,species,,
2472,Madagascar4,Brochoneura_madagascariensis,Brochoneura,Myristicaceae,14,19.0,16.01,93.87,8.28,118.16,0.45,species,original.values,0.0703,species,,
2473,Madagascar4,Brochoneura_madagascariensis,Brochoneura,Myristicaceae,16,22.0,14.41,126.12,21.62,162.15,0.50,species,original.values,0.0581,species,,
2474,Madagascar4,Brochoneura_madagascariensis,Brochoneura,Myristicaceae,19,21.0,30.96,157.37,36.12,224.45,0.48,species,original.values,0.0617,species,,
2475,Madagascar4,Brochoneura_madagascariensis,Brochoneura,Myristicaceae,20,24.0,25.83,174.69,36.60,237.12,0.48,species,original.values,0.0514,species,,
2476,Madagascar4,Brochoneura_madagascariensis,Brochoneura,Myristicaceae,21,24.0,32.40,242.66,36.37,311.43,0.54,species,original.values,0.0545,species,,
2477,Madagascar4,Brochoneura_madagascariensis,Brochoneura,Myristicaceae,28,25.0,68.35,460.76,125.87,654.97,0.52,species,original.values,0.0645,species,,
2478,Madagascar4,Brochoneura_madagascariensis,Brochoneura,Myristicaceae,33,27.0,58.56,527.01,67.34,652.91,0.52,species,original.values,0.0427,species,,
2479,Madagascar4,Brochoneura_madagascariensis,Brochoneura,Myristicaceae,35,33.0,108.80,992.37,176.34,1277.51,0.58,species,original.values,0.0547,species,,
2480,Madagascar4,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,14,18.0,10.38,74.93,17.29,102.60,0.49,species,original.values,0.0592,species,,
2481,Madagascar4,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,14,20.0,17.48,117.23,18.68,153.39,0.56,species,original.values,0.0699,species,,
2482,Madagascar4,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,14,15.0,11.80,116.18,6.83,134.82,0.48,species,original.values,0.0952,species,,
2483,Madagascar4,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,19,19.0,19.40,190.33,44.04,253.78,0.55,species,original.values,0.0672,species,,
2484,Madagascar4,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,23,24.0,24.06,232.37,64.55,320.98,0.49,species,original.values,0.0513,species,,
2485,Madagascar4,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,26,29.0,18.25,426.17,10.01,454.43,0.52,species,original.values,0.0442,species,,
2486,Madagascar4,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,30,24.0,56.94,270.82,332.10,659.85,0.48,species,original.values,0.0642,species,,
2487,Madagascar4,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,35,20.0,11.04,433.54,197.45,642.04,0.49,species,original.values,0.0530,species,,
2488,Madagascar4,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,37,26.0,9.23,477.33,42.60,529.16,0.52,species,original.values,0.0287,species,,
2489,Madagascar4,Deinbollia_sp,Deinbollia,Sapindaceae,14,15.0,16.02,56.42,11.84,84.29,0.46,species,original.values,0.0629,genus,,
2490,Madagascar4,Deinbollia_sp,Deinbollia,Sapindaceae,15,14.0,17.78,88.92,20.96,127.67,0.58,species,original.values,0.0696,genus,,
2491,Madagascar4,Deinbollia_sp,Deinbollia,Sapindaceae,16,14.0,25.06,106.53,32.58,164.17,0.57,species,original.values,0.0805,genus,,
2492,Madagascar4,Deinbollia_sp,Deinbollia,Sapindaceae,18,18.0,27.18,122.33,33.98,183.49,0.67,species,original.values,0.0472,genus,,
2493,Madagascar4,Deinbollia_sp,Deinbollia,Sapindaceae,19,17.0,30.29,130.20,69.61,230.11,0.46,species,original.values,0.0821,genus,,
2494,Madagascar4,Deinbollia_sp,Deinbollia,Sapindaceae,20,11.0,13.24,153.57,16.55,183.36,0.66,species,original.values,0.0634,genus,,
2495,Madagascar4,Deinbollia_sp,Deinbollia,Sapindaceae,28,23.0,28.60,317.66,307.71,653.96,0.56,species,original.values,0.0648,genus,,
2496,Madagascar4,Deinbollia_sp,Deinbollia,Sapindaceae,30,19.0,34.07,232.26,141.97,408.30,0.55,species,original.values,0.0438,genus,,
2497,Madagascar4,Erythroxylum_sphaeranthum,Erythroxylum,Erythroxylaceae,13,11.0,13.58,43.46,15.62,72.66,0.75,species,original.values,0.0522,species,,
2498,Madagascar4,Erythroxylum_sphaeranthum,Erythroxylum,Erythroxylaceae,14,15.0,10.18,88.24,8.15,106.57,0.69,species,original.values,0.0524,species,,
2499,Madagascar4,Erythroxylum_sphaeranthum,Erythroxylum,Erythroxylaceae,14,14.0,15.26,88.11,18.04,121.41,0.73,species,original.values,0.0608,species,,
2500,Madagascar4,Erythroxylum_sphaeranthum,Erythroxylum,Erythroxylaceae,21,19.0,13.76,213.27,36.46,263.49,0.70,species,original.values,0.0448,species,,
2501,Madagascar4,Erythroxylum_sphaeranthum,Erythroxylum,Erythroxylaceae,22,13.0,45.35,134.83,68.93,249.10,0.62,species,original.values,0.0636,species,,
2502,Madagascar4,Erythroxylum_sphaeranthum,Erythroxylum,Erythroxylaceae,24,11.0,29.51,180.04,76.47,286.02,0.66,species,original.values,0.0681,species,,
2503,Madagascar4,Erythroxylum_sphaeranthum,Erythroxylum,Erythroxylaceae,26,16.0,55.10,173.92,215.74,444.75,0.71,species,original.values,0.0579,species,,
2504,Madagascar4,Erythroxylum_sphaeranthum,Erythroxylum,Erythroxylaceae,28,15.0,38.09,209.48,121.88,369.44,0.63,species,original.values,0.0501,species,,
2505,Madagascar4,Erythroxylum_sphaeranthum,Erythroxylum,Erythroxylaceae,33,23.0,107.96,396.90,394.36,899.22,0.66,species,original.values,0.0547,species,,
2506,Madagascar4,Mammea_sp,Mammea,Calophyllaceae,10,11.0,11.92,26.23,7.15,45.30,0.64,species,original.values,0.0639,genus,,
2507,Madagascar4,Mammea_sp,Mammea,Calophyllaceae,14,14.0,18.08,50.50,9.35,77.93,0.68,species,original.values,0.0419,genus,,
2508,Madagascar4,Mammea_sp,Mammea,Calophyllaceae,16,18.0,30.36,91.68,43.11,165.14,0.69,species,original.values,0.0523,genus,,
2509,Madagascar4,Mammea_sp,Mammea,Calophyllaceae,19,15.0,21.93,174.84,16.45,213.22,0.65,species,original.values,0.0605,genus,,
2510,Madagascar4,Mammea_sp,Mammea,Calophyllaceae,20,19.0,38.53,217.50,26.10,282.12,0.67,species,original.values,0.0553,genus,,
2511,Madagascar4,Mammea_sp,Mammea,Calophyllaceae,22,20.0,19.56,286.44,49.21,355.21,0.70,species,original.values,0.0523,genus,,
2512,Madagascar4,Mammea_sp,Mammea,Calophyllaceae,27,21.0,50.21,328.19,58.17,436.57,0.67,species,original.values,0.0424,genus,,
2513,Madagascar4,Mammea_sp,Mammea,Calophyllaceae,29,25.0,62.76,625.79,77.53,766.09,0.68,species,original.values,0.0533,genus,,
2514,Madagascar4,Mammea_sp,Mammea,Calophyllaceae,33,25.0,121.61,601.64,175.14,898.39,0.64,species,original.values,0.0518,genus,,
2515,Madagascar4,Streblus_dimepate,Streblus,Moraceae,9,11.0,4.21,29.46,7.22,40.89,0.66,species,original.values,0.0696,species,,
2516,Madagascar4,Streblus_dimepate,Streblus,Moraceae,10,11.0,7.95,29.96,11.01,48.91,0.65,species,original.values,0.0683,species,,
2517,Madagascar4,Streblus_dimepate,Streblus,Moraceae,11,12.0,6.24,40.58,19.35,66.18,0.65,species,original.values,0.0703,species,,
2518,Madagascar4,Streblus_dimepate,Streblus,Moraceae,17,17.0,6.89,99.28,30.07,136.24,0.64,species,original.values,0.0436,species,,
2519,Madagascar4,Streblus_dimepate,Streblus,Moraceae,17,19.0,14.60,130.15,23.11,167.86,0.55,species,original.values,0.0553,species,,
2520,Madagascar4,Streblus_dimepate,Streblus,Moraceae,18,12.0,6.69,69.89,71.11,147.69,0.63,species,original.values,0.0606,species,,
2521,Madagascar4,Streblus_dimepate,Streblus,Moraceae,27,17.0,14.76,233.29,26.58,274.63,0.64,species,original.values,0.0345,species,,
2522,Madagascar4,Streblus_dimepate,Streblus,Moraceae,27,17.0,32.66,237.49,71.25,341.39,0.65,species,original.values,0.0424,species,,
2523,Madagascar4,Streblus_dimepate,Streblus,Moraceae,27,18.0,42.03,256.42,141.31,439.75,0.62,species,original.values,0.0541,species,,
2524,Madagascar4,Tambourissa_thouvenotii,Tambourissa,Monimiaceae,14,14.0,2.51,48.75,1.51,52.78,0.50,species,original.values,0.0385,species,,
2525,Madagascar4,Tambourissa_thouvenotii,Tambourissa,Monimiaceae,14,16.0,5.02,56.10,26.68,87.80,0.47,species,original.values,0.0600,species,,
2526,Madagascar4,Tambourissa_thouvenotii,Tambourissa,Monimiaceae,16,14.0,8.55,84.46,13.90,106.91,0.57,species,original.values,0.0527,species,,
2527,Madagascar4,Tambourissa_thouvenotii,Tambourissa,Monimiaceae,21,18.0,7.15,119.52,51.59,178.25,0.57,species,original.values,0.0391,species,,
2528,Madagascar4,Tambourissa_thouvenotii,Tambourissa,Monimiaceae,22,17.0,6.62,135.94,24.06,166.61,0.52,species,original.values,0.0387,species,,
2529,Madagascar4,Tambourissa_thouvenotii,Tambourissa,Monimiaceae,22,18.0,11.35,137.19,38.32,186.86,0.48,species,original.values,0.0445,species,,
2530,Madagascar4,Tambourissa_thouvenotii,Tambourissa,Monimiaceae,27,18.0,18.65,172.98,16.32,207.95,0.48,species,original.values,0.0332,species,,
2531,Madagascar4,Tambourissa_thouvenotii,Tambourissa,Monimiaceae,27,12.0,16.93,169.30,24.19,210.41,0.51,species,original.values,0.0475,species,,
2532,Madagascar4,Tambourissa_thouvenotii,Tambourissa,Monimiaceae,37,17.0,29.23,282.52,287.39,599.14,0.49,species,original.values,0.0525,species,,
2533,Madagascar4,Uapaca_thouarsii,Uapaca,Phyllanthaceae,12,11.0,15.81,45.75,9.04,70.60,0.60,species,original.values,0.0738,species,,
2534,Madagascar4,Uapaca_thouarsii,Uapaca,Phyllanthaceae,13,10.0,16.43,38.93,15.82,71.18,0.73,species,original.values,0.0579,species,,
2535,Madagascar4,Uapaca_thouarsii,Uapaca,Phyllanthaceae,14,10.0,22.05,49.90,16.83,88.78,0.61,species,original.values,0.0739,species,,
2536,Madagascar4,Uapaca_thouarsii,Uapaca,Phyllanthaceae,19,16.0,46.52,140.66,30.65,217.83,0.59,species,original.values,0.0643,species,,
2537,Madagascar4,Uapaca_thouarsii,Uapaca,Phyllanthaceae,19,13.0,44.77,97.98,72.17,214.92,0.56,species,original.values,0.0824,species,,
2538,Madagascar4,Uapaca_thouarsii,Uapaca,Phyllanthaceae,24,17.0,26.16,149.74,89.06,264.97,0.57,species,original.values,0.0474,species,,
2539,Madagascar4,Uapaca_thouarsii,Uapaca,Phyllanthaceae,25,16.0,51.22,245.30,109.85,406.37,0.59,species,original.values,0.0687,species,,
2540,Madagascar4,Uapaca_thouarsii,Uapaca,Phyllanthaceae,28,15.0,68.88,250.58,124.70,444.16,0.60,species,original.values,0.0627,species,,
2541,Madagascar4,Uapaca_thouarsii,Uapaca,Phyllanthaceae,32,14.0,70.51,231.83,197.43,499.77,0.56,species,original.values,0.0617,species,,
2542,Madagascar4,Weinmannia_sp,Weinmannia,Cunoniaceae,33,26.0,42.13,386.18,270.33,698.64,0.55,species,original.values,0.0445,genus,,
2543,Madagascar5,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,7,8.0,2.23,5.94,2.97,11.15,0.49,species,original.values,0.0576,species,,
2544,Madagascar5,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,7.5,13.5,3.31,6.36,3.31,12.98,0.54,species,original.values,0.0318,species,,
2545,Madagascar5,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,8.5,10.5,5.17,13.45,4.14,22.77,0.50,species,original.values,0.0605,species,,
2546,Madagascar5,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,17,10.5,12.66,63.30,5.06,81.03,0.50,species,original.values,0.0535,species,,
2547,Madagascar5,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,17,14.5,26.37,81.19,22.24,129.80,0.52,species,original.values,0.0594,species,,
2548,Madagascar5,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,17.5,13.5,14.17,38.56,12.07,64.80,0.52,species,original.values,0.0302,species,,
2549,Madagascar5,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,25,16.0,59.28,140.21,38.66,238.15,0.50,species,original.values,0.0479,species,,
2550,Madagascar5,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,28,16.0,69.62,143.71,29.84,243.16,0.49,species,original.values,0.0396,species,,
2551,Madagascar5,Chrysophyllum_boivinianum,Chrysophyllum,Sapotaceae,29,17.0,76.08,149.67,41.77,267.52,0.48,species,original.values,0.0391,species,,
2552,Madagascar5,Cryptocarya_ovalifolia,Cryptocarya,Lauraceae,6,7.0,0.95,5.73,3.34,10.02,0.51,species,original.values,0.0778,species,,
2553,Madagascar5,Cryptocarya_ovalifolia,Cryptocarya,Lauraceae,6.5,6.5,1.21,7.26,2.90,11.37,0.53,species,original.values,0.0788,species,,
2554,Madagascar5,Cryptocarya_ovalifolia,Cryptocarya,Lauraceae,8,12.0,1.99,24.14,2.99,29.11,0.52,species,original.values,0.0731,species,,
2555,Madagascar5,Cryptocarya_ovalifolia,Cryptocarya,Lauraceae,16.5,11.5,14.44,81.72,19.61,115.77,0.56,species,original.values,0.0661,species,,
2556,Madagascar5,Cryptocarya_ovalifolia,Cryptocarya,Lauraceae,17,12.5,18.65,82.26,13.71,114.62,0.52,species,original.values,0.0608,species,,
2557,Madagascar5,Cryptocarya_ovalifolia,Cryptocarya,Lauraceae,28,17.0,8.99,267.10,5.82,281.91,0.54,species,original.values,0.0391,species,,
2558,Madagascar5,Cryptocarya_ovalifolia,Cryptocarya,Lauraceae,30,18.0,77.30,241.14,21.77,340.21,0.53,species,original.values,0.0395,species,,
2559,Madagascar5,Cryptocarya_sp,Cryptocarya,Lauraceae,17.5,11.5,59.27,106.06,26.37,191.70,0.58,species,original.values,0.0932,genus,,
2560,Madagascar5,Cryptocarya_sp,Cryptocarya,Lauraceae,29,13.5,124.99,88.95,42.62,256.56,0.63,species,original.values,0.0359,genus,,
2561,Madagascar5,Dombeya_sp,Dombeya,Malvaceae,17,17.5,10.15,76.15,15.74,102.04,0.28,species,original.values,0.0733,genus,,
2562,Madagascar5,Dombeya_sp,Dombeya,Malvaceae,17,14.5,40.26,58.61,16.82,115.68,0.26,species,original.values,0.1065,genus,,
2563,Madagascar5,Dombeya_sp,Dombeya,Malvaceae,17.5,13.0,24.23,71.10,10.53,105.86,0.27,species,original.values,0.0975,genus,,
2564,Madagascar5,Dombeya_sp,Dombeya,Malvaceae,25,18.0,73.74,85.52,29.19,188.46,0.26,species,original.values,0.0653,genus,,
2565,Madagascar5,Dombeya_sp,Dombeya,Malvaceae,30,10.5,49.71,77.61,13.95,141.27,0.26,species,original.values,0.0581,genus,,
2566,Madagascar5,Dombeya_sp,Dombeya,Malvaceae,30,15.0,97.43,130.83,61.80,290.06,0.29,species,original.values,0.0736,genus,,
2567,Madagascar5,Ficus_soroceoides,Ficus,Moraceae,16,11.0,19.88,75.55,6.96,102.39,0.53,species,original.values,0.0685,species,,
2568,Madagascar5,Ficus_soroceoides,Ficus,Moraceae,16.5,12.5,19.76,63.56,2.67,85.99,0.54,species,original.values,0.0470,species,,
2569,Madagascar5,Ficus_soroceoides,Ficus,Moraceae,17.5,13.5,21.98,101.58,5.86,129.42,0.52,species,original.values,0.0605,species,,
2570,Madagascar5,Ficus_soroceoides,Ficus,Moraceae,32,21.5,204.42,250.15,53.57,508.14,0.53,species,original.values,0.0434,species,,
2571,Madagascar5,Ficus_sp1,Ficus,Moraceae,7,10.0,8.53,19.06,5.77,33.35,0.46,species,original.values,0.1476,genus,,
2572,Madagascar5,Ficus_sp1,Ficus,Moraceae,7.5,11.0,8.31,22.67,7.05,38.04,0.46,species,original.values,0.1327,genus,,
2573,Madagascar5,Ficus_sp2,Ficus,Moraceae,35,18.5,162.25,276.11,67.84,506.19,0.45,species,original.values,0.0502,genus,,
2574,Madagascar5,Ficus_tiliifolia,Ficus,Moraceae,35,16.5,87.17,191.38,27.05,305.61,0.45,species,original.values,0.0333,species,,
2575,Madagascar5,Grewia_apetala,Grewia,Malvaceae,7,8.5,1.19,5.69,1.66,8.53,0.36,species,original.values,0.0563,species,,
2576,Madagascar5,Grewia_apetala,Grewia,Malvaceae,7,8.0,1.51,4.73,2.15,8.39,0.33,species,original.values,0.0657,species,,
2577,Madagascar5,Grewia_apetala,Grewia,Malvaceae,8.5,6.5,7.65,9.62,13.57,30.83,0.38,species,original.values,0.1732,species,,
2578,Madagascar5,Harungana_madagascariensis,Harungana,Hypericaceae,7.5,9.5,2.77,11.09,3.88,17.75,0.47,species,original.values,0.0709,species,,
2579,Madagascar5,Harungana_madagascariensis,Harungana,Hypericaceae,8,7.0,1.40,9.83,2.81,14.04,0.47,species,original.values,0.0669,species,,
2580,Madagascar5,Harungana_madagascariensis,Harungana,Hypericaceae,8.5,8.5,6.18,13.49,7.59,27.26,0.48,species,original.values,0.0934,species,,
2581,Madagascar5,Harungana_madagascariensis,Harungana,Hypericaceae,16,9.0,37.71,17.81,21.47,76.99,0.46,species,original.values,0.0732,species,,
